country,year,mobile_subs_i271,series_code,series_name,series_units,variable,mobile_subs_i911
PRT,2023,12830000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2010,24360000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2011,23420000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2012,22840000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2013,22910000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2014,22920000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2015,23120000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2016,22900000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2017,22400000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2018,22634000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2019,22671000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2020,22588000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2021,22929000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2022,23219000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ROU,2023,23564000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2010,10992400.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2011,11454300.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2012,11848400.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2013,12014400.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2014,12312500.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2015,12638800.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2016,12543200.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2017,12519300.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2018,12626300.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2019,12895900.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2020,12791800.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2021,13016200.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2022,14764200.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SWE,2023,14800100.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2010,2121950.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2011,2168550.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2012,2241160.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2013,2283570.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2014,2326390.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2015,2353930.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2016,2385760.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2017,2443170.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2018,2465860.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2019,2511980.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2020,2550900.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2021,2607270.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2022,2674900.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVN,2023,2737560.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2010,12934100.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2011,13167700.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2012,13521900.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2013,13719300.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2014,13913100.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2015,12454600.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2016,12485000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2017,12636400.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2018,12704300.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2019,13101400.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2020,12999800.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2021,13286900.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2022,13673000.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
CZE,2023,13620800.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2010,53928800.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2011,55576500.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2012,59343700.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2013,62458800.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2014,61170200.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2015,60720100.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2016,56717900.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2017,55714700.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2018,53933600.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2019,54842900.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2020,53977700.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2021,55925900.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2022,49304300.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
UKR,2023,50328100.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2010,2550590.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2011,3217260.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2012,3584280.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2013,3696830.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2014,3738130.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2015,3713140.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2016,3788490.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2017,3746640.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2018,3636930.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2019,3613850.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2020,3420380.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2021,3900180.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2022,4170330.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
MDA,2023,3973270.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2010,3978240.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2011,4430340.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2012,4698580.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2013,4993120.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2014,5400770.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2015,5550730.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2016,5531880.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2017,5502400.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2018,5459240.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2019,5382060.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2020,5100100.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2021,5552600.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2022,5844480.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
GEO,2023,5911130.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2010,5925010.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2011,5983060.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2012,6094470.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2013,6208410.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2014,6378100.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2015,6675550.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2016,6989900.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2017,7117750.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2018,7241700.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2019,7399530.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2020,7289710.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2021,7362330.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2022,7445150.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
SVK,2023,7627770.0,i271,Mobile-cellular subscriptions,count,mobile_subs,
ARM,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,131.875
ARM,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.85
ARM,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,113.697
ARM,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.5
ARM,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,118.365
ARM,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,118.599
ARM,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.671
ARM,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,119.676
ARM,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.0
ARM,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.614
ARM,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.682
ARM,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,125.395
ARM,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,130.54
ARM,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,134.52
AUT,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,146.334
AUT,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,155.155
AUT,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,161.156
AUT,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,156.483
AUT,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,151.531
AUT,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,155.837
AUT,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,126.798
AUT,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.415
AUT,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.23
AUT,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.776
AUT,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.132
AUT,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,121.358
AUT,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,121.166
AUT,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,121.746
AZE,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,99.489
AZE,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.334
AZE,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,107.989
AZE,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,106.583
AZE,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.567
AZE,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.682
AZE,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,103.248
AZE,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,101.59
AZE,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,102.987
AZE,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,106.328
AZE,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,101.597
AZE,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.694
AZE,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,107.506
AZE,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,107.687
BEL,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,111.132
BEL,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,113.202
BEL,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,110.856
BEL,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,110.349
BEL,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,113.6
BEL,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,113.292
BEL,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,110.749
BEL,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,99.8304
BEL,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,100.164
BEL,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,100.165
BEL,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,99.9101
BEL,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,101.463
BEL,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,101.68
BEL,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,103.196
BLR,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,108.873
BLR,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,112.902
BLR,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,112.822
BLR,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.434
BLR,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.366
BLR,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.67
BLR,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.432
BLR,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.213
BLR,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,122.57
BLR,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.23
BLR,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,125.165
BLR,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,127.117
BLR,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.315
BLR,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.979
BGR,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,137.14
BGR,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,141.938
BGR,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,147.338
BGR,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,144.355
BGR,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,131.335
BGR,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.103
BGR,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,125.906
BGR,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.596
BGR,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,119.395
BGR,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.617
BGR,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.597
BGR,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.912
BGR,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.679
BGR,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.933
CYP,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.133
CYP,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,126.56
CYP,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.744
CYP,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,127.863
CYP,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,129.043
CYP,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.632
CYP,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,130.335
CYP,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,133.94
CYP,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,134.844
CYP,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,137.761
CYP,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,135.589
CYP,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,142.051
CYP,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,146.716
CYP,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,148.334
DEU,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.364
DEU,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,112.419
DEU,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.192
DEU,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.435
DEU,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,122.309
DEU,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.401
DEU,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,125.024
DEU,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,132.003
DEU,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.946
DEU,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.292
DEU,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.425
DEU,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,127.125
DEU,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.158
DEU,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.663
DNK,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,115.734
DNK,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.763
DNK,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,130.416
DNK,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,125.213
DNK,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,126.869
DNK,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.554
DNK,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,121.941
DNK,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.862
DNK,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.55
DNK,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.573
DNK,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.37
DNK,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,125.604
DNK,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,126.484
DNK,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,126.717
ESP,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.712
ESP,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,111.899
ESP,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,107.756
ESP,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,107.039
ESP,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,108.746
ESP,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.391
ESP,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,110.247
ESP,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,112.03
ESP,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,115.009
ESP,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.696
ESP,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.712
ESP,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,119.0
ESP,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.4
ESP,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,127.715
EST,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.136
EST,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,136.065
EST,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,151.197
EST,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,146.247
EST,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,144.361
EST,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,144.803
EST,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,144.235
EST,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,144.557
EST,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,145.543
EST,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,147.047
EST,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,144.832
EST,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,148.74
EST,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,152.271
EST,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,150.196
FRA,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,91.1186
FRA,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,93.8529
FRA,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,97.1925
FRA,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,98.3479
FRA,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,101.132
FRA,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,102.718
FRA,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,103.817
FRA,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.718
FRA,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,107.482
FRA,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.601
FRA,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,110.387
FRA,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,113.953
FRA,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,115.951
FRA,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.688
FIN,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,156.432
FIN,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,165.917
FIN,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,172.147
FIN,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,136.259
FIN,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,139.199
FIN,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,134.974
FIN,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,131.383
FIN,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,129.983
FIN,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,129.629
FIN,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,129.488
FIN,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.761
FIN,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,129.036
FIN,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.023
FIN,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,127.473
GRC,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,110.5
GRC,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.174
GRC,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.926
GRC,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.143
GRC,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,111.488
GRC,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.133
GRC,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.365
GRC,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.306
GRC,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,113.418
GRC,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,110.855
GRC,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,106.67
GRC,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,108.644
GRC,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.027
GRC,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,110.792
HUN,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.369
HUN,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.526
HUN,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.768
HUN,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.2
HUN,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,118.896
HUN,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,100.624
HUN,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,101.442
HUN,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,101.629
HUN,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,102.737
HUN,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.142
HUN,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.982
HUN,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.137
HUN,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.794
HUN,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.054
NLD,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.357
NLD,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.674
NLD,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.564
NLD,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.734
NLD,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.867
NLD,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,121.638
NLD,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,121.42
NLD,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,118.577
NLD,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,121.162
NLD,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.088
NLD,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,121.423
NLD,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.448
NLD,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,115.821
NLD,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,125.273
HRV,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.582
HRV,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,119.49
HRV,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.719
HRV,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,111.282
HRV,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.732
HRV,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.544
HRV,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,106.718
HRV,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.795
HRV,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.034
HRV,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,110.494
HRV,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,110.666
HRV,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,112.169
HRV,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.677
HRV,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.113
ITA,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,155.684
ITA,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,159.093
ITA,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,160.559
ITA,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,159.698
ITA,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,148.217
ITA,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,144.764
ITA,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,142.127
ITA,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,138.882
ITA,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,138.265
ITA,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,132.181
